"At (UTC)","Direction","Thing","Type","Size","Transport","Payload","Delivery"
"25 Jul 2026 13:26:39","MO","RockBLOCK 228679","SBD",226,"SBD","6A64AB19423C560CD7DF010000000CD6CB0CFD1C0CF24E0CD3080C4ADF0C480D0C4C290C45670C48400C7C3B0C91410C79BE0C9A000C98510C68CB0CA6B10C9A9B0C35400C84240C92130C982B0C45830CBD2C0C935C0CA5910C94A10C6E5D0C9EC40CC2A40C96390CB1520C6A300C71350C95410CA27A0C730D0C8BEE0C90BC",
"25 Jul 2026 12:17:36","MO","RockBLOCK 234048","SBD",225,"SBD","6A64C51D3ED5D91379991237E313E30B1439011320C1141673141375139EE8146B84145FC8134C0A14384913841214206C1466FC14911C143666145B90149436143516148C0E14530B144DB114B41114B19014B84F14B3911497C314A196144D1B1476CE13F545145E4C1435371412BE14DC951462CE141B061493B614A49814",
"25 Jul 2026 10:26:38","MO","RockBLOCK 228679","SBD",226,"SBD","6A6480E9416A410D88B2010000000D9C120DA8690DB5ED0DA7F20D01D40D31820D55810D223A0D0C0E0D62EC0D6E2C0D4CEC0D7DA00D6C6E0D4C400D8C120D678C0D1C0D0D72D10D86370D841B0D281A0D87D30D5BEB0D8E2D0D7A820D3BE50D91280DADF60D59800D79D40D4BB40D5DDA0D8B6F0D808D0D62930D7E970D7DBF",
"25 Jul 2026 08:17:40","MO","RockBLOCK 234048","SBD",225,"SBD","6A648CDD3D8E51144939143CCA15EE74161C5F15FC8B1622AF16150416060416276F162B9A161F24162E44161B951623171639251639D81637461637CB164238162E671639CF1624241635C61644D416456116474E163B33163A5D16310F163166162FF216297F16307A16319C1611A81629AA162BF2161C9C162D74163B3716",
"25 Jul 2026 07:26:41","MO","RockBLOCK 228679","SBD",226,"SBD","6A6456B9401E5E110001010000001109FA110D70110CD1110DB6109A0010AA8410B1B5108F141082D210AAD510AC9D10A04F10B0CC10A890109FB210B162109DBD10821410AE6C10B34F1094E4107A3A109CB7109B021095AD109E791073301089F8109E6B1086741083EA106CC3107BEA107D43108AF6106CA5107818106828",
"25 Jul 2026 04:26:42","MO","RockBLOCK 228679","SBD",226,"SBD","6A642C893FBAE510BFD90100000010C70510C09810BEBD10C73810C52510BF0E10BD9510BEF610B40610B49A10B5B910BAC510BBA110B80310BAD310BDDC10B4EF10BCEB10BC7F10C1DD10B11C10A8D110AD5310BACE10B5D610B8B910A98010B07F10B51810B5A110AB2910AEE210AD8310AEFB10BFDB10A66910AC7410A871",
"25 Jul 2026 04:17:38","MO","RockBLOCK 234048","SBD",225,"SBD","6A64549D3D93B914176914D03C16280E161D12160FD41609E91611B516081F1611AB160A591612811611CE160D5C16012216191C16118E160DFC161116161A48160C611610C616053B161039160A6A160F3D161548160870161364160966160757160D77160E5A160CD416105115FF0A15FCB9160B2C1600871600D716171616",
"25 Jul 2026 01:26:45","MO","RockBLOCK 228679","SBD",226,"SBD","6A64025940B718153DED010000001542CF151AB815036615011214F81514D68D14BA7514B7B614979D14788F14690A145EBC144F461442071449E11433AC1424B1143B0E14203F1422F114051414034813F47C1408B913FA5D13F6FD13ED2113EA1713E5D013E45F13D8FA13E0CB13D1C513CC9813DA8213BA8F13BD4313B0E3",
"25 Jul 2026 00:17:36","MO","RockBLOCK 234048","SBD",225,"SBD","6A641C5D3E6A1E12B1B91445D218538A17EA1C17BDA9178E5617B09E17ACDF17B50417A74617BC1917927917A865179501179F9D17951217753A178FA01795A6178CAE178CE91787FF178437176DF91758C4176ECC177EC71775641767931782E7176ECD178D0A17547F178D5D17613B175B8117358A177401174D33176AF717",
"24 Jul 2026 22:26:40","MO","RockBLOCK 228679","SBD",226,"SBD","6A63D829436CF80E8FCD010000000EA11C0E59930E250B0E762E0DACE50D8F4C0D360A0D94D90D93A60D216C0D36CC0D7CD30D4B820D45870D93150D486F0D1CA20DAFE10D32D00D3A580D1C240D6FC30D1D200D5EA40D342F0D2FE70D85040D50C40D337B0D69AB0D2F7C0DAA520D5CB00D5D3E0D698C0D6BAE0D34200D2590",
"24 Jul 2026 20:17:39","MO","RockBLOCK 234048","SBD",225,"SBD","6A63E41D3FEAEF113442108FCF11AC9211AB3A118C7011B29911B5C211A07111C31711C33211A97711C093119D3B11B5CC11C86511D23011CA6411C0A211D7E211B9BB11D3D311BD6711C8B011D6B411C5E711D63F11CD5211CE9511D0AE11C16711C72211B87411C8E911C78C11B4FB11D18F11C48511BFFA11C9DD11DE2511",
"24 Jul 2026 19:26:41","MO","RockBLOCK 228679","SBD",226,"SBD","6A63ADF94395600CE136010000000D05640CB3DE0C50430CD0BE0C58010C0BBE0B8A700C216B0C1B0B0B71470B8EC00BFA6E0B9CE70BB0CA0C08DB0B89C00B7C840C4CC50B9E1E0B9A320B744A0C07EC0B7BA30BCFB80B9B730B98740C1BEE0BC7AE0B8C140BDD490B9AD20C4B400BD7280BC8690BF4790BE5F50BA3260B7C1E",
"24 Jul 2026 17:37:29","MO",231710,"SBD",284,"SBD","6A63A30A36C8BB4FBA2E4FAC2863D4BAFCAE4CAA0B4CA42C63CA75FC8846DEC146CAAA63BFC9FC974620B2461CA363C4B4FCA54660DD466C5363B70BFC8746C7F746D2A163C89AFC70476D2C4765D063BB2DFCB347B1E147AAF163BB3CFC41483DC748296863BD49FC82488112485ED663BBF3FC6548D00148B20763B998FC67",
"24 Jul 2026 16:26:37","MO","RockBLOCK 228679","SBD",226,"SBD","6A6383C943CDCD0CA023010000000CB8C50C99830C4B3B0C89EA0C44D30C0DD30BB0140C1B400C186A0BA48E0BC7750C126A0BC4990BE5F00C1A580BBB4D0BBE620C57AC0BDBAD0BE03C0BC3EF0C20F40BCCF30C00290BE2580BE2370C33FB0BF8740BD6B80C05010BEAE90C56F00C03D20C00C00C33DE0C065C0BE2630BC5A2",
"24 Jul 2026 16:17:35","MO","RockBLOCK 234048","SBD",225,"SBD","6A63ABDD3FEF8610F7B90F6D4D0FFC3D104E43104E77107C761080CE107B66109DE910AEBA10A1AD10AB09108DC410CA9410C9C310B65F10D73B10C2CB10CE1E10BFB410D83610BAC810FFF5110D4110F286110F8410EE7310DFC410E3F910D36710BD1210C05E10AD9E10CCA110C17210D1BA10C69010B88B10D2F710D04110",
"24 Jul 2026 16:15:19","MO","RockBLOCK 228680","SBD",231,"SBD","6A63810D392B1A1AF2A61B0329FDFB0A4E07278DBB278E4EFDF60A4DBC2BB9EB2BAF2CFDF60A4D802BD8A52BDC1AFDF00A4EF22BBC402BB1C7FDE00A4EFB2BC61A2BA13CFDDB0A502B2C20BC2C3631FDEE0A52112CBE972CD398FDE90A537B2CFDC92D11A2FDE20A56642D39EB2D2907FDD60A58001B10081B1EF1FE2A0A4DBF",
"24 Jul 2026 13:26:39","MO","RockBLOCK 228679","SBD",226,"SBD","6A6359994348B90D180F010000000CE32D0D2DC50CE93E0D14BA0C5A620C5C550C61EB0C53A00C58580C5E0E0C84400C7A4D0C64780C90DC0C78390C70FA0C5BA40C6FF80C8A020C89080C6EB80C6D970C83950C638D0C90850C78720C687A0C6F510C88400C6B140C794A0C8F970C66CB0C879F0CB0FC0C570C0C6DBB0C6A73",
"24 Jul 2026 12:17:36","MO","RockBLOCK 234048","SBD",225,"SBD","6A63739D3F78C211FA710EF3350F8AD410517E10496C108A61108C371079D410A5A510A1DC1091F3109EEF1083A010BB9510BD4C10A1FA10AD5910AA1910C31710C3E810DFDD10A48110D86110E1DB10D0FB10E52B10C33A10BCD210C8EC10AC1310B80010BF5510CA4810FD9111016B1107D110E77110F85311004011032E10",
"24 Jul 2026 10:26:41","MO","RockBLOCK 228679","SBD",226,"SBD","6A632F6940FFCD0F72EF010000000F80FB0FA82C0FAF970F9F030E64ED0ED5870EEC4E0E80310E47CE0EFED50F0E220EA19B0EFCCD0F15B00EAF870F20800F07180E6D920F33BA0F3B6C0F0C700E955F0F1A930EF05A0F15C40F342B0E9B6E0F02FA0F324A0ED6B40EF84A0E75EB0EBCA70EF9BA0F07360EBB390EF8A40EFAC6",
"24 Jul 2026 08:17:34","MO","RockBLOCK 234048","SBD",225,"SBD","6A633B5D3DC59817241A15C02C14F64915076214F879152A5E151A4015206C154E40153EEF15306E151A37154C1F153E10155B3C150E98152614150698151A6C151D851540E51524B7155F94156DBD15372F1530CA1528701573B81542941531F5151DFF152E3014ED401538DB153F07152B87151671153F42151D2E1554F715",
"24 Jul 2026 07:26:43","MO","RockBLOCK 228679","SBD",226,"SBD","6A6305393F829912029A01000000123002123A5D124791123C501189A811BFDA11D0B0118EEB11588E11D89111D39F11B0F511DDFE11CBAD11AC2C11F03111D78111621D11F95111E53711D7361180E811D73211C4DC11C7AC11D37F11752911D14911E009119BF611BABB1153F511978711A22C11A56F118ADF11C5EB11AB49",
"24 Jul 2026 04:26:37","MO","RockBLOCK 228679","SBD",226,"SBD","6A62DB093FD85D12A9360100000012B4C512A448129F1A12ADC612AD1C12A5B412A42812AA2C12A314129878129DA9129FEC12A5C312A04512ABFC12A66712985112AD9912A64F12A66B12965D1295BC12910E12A46A129AF6129B071296D212970F129AF012A1AD12937D129DBE129423128EC3129F141286E31284A0128511",
"24 Jul 2026 04:17:37","MO","RockBLOCK 234048","SBD",225,"SBD","6A63031D3D31DD1620FD175860173DA21729D5172078171C281721DE17185117210E1717AE1716441720F8171D12170CEE171FD417198A1719981719D0172507171647171C2817075F171440170D3117111F1719D3170DE11718941706A81707AF170C4C170CDB170E1B17135017006917000C17046E16FF9B16FB1217153D17",
"24 Jul 2026 01:26:40","MO","RockBLOCK 228679","SBD",226,"SBD","6A62B0D94126620ED07A010000000EDDEA0ED6780ED63E0EDDAD0EDC9F0ED7A90ED7A50ED8D30ED0210ED1380ED1870ED5DB0ED9C00ED4B30ED9980EDC3A0ED3830EDB230EDC200EE2910ED4A70ECE640ED2BA0EE04F0EDAD70EDD8D0ED2AB0ED86C0EDFB20EDD510ED8EA0EDBFF0EDAB90EDA8B0EE9320ED4AA0EDC560ED871",
"24 Jul 2026 00:18:24","MO","RockBLOCK 234048","SBD",225,"SBD","6A62CADD3EDC6214A3FE190D87195D6D19890819A7A119AA9D19B6E319AD7E19B0EE19ADD619B66019B67A19B42919A90C19C36719ACE119A5D119B2A419BEF719AED819C01D19AAD819B00019A2ED19A4D319AEF019A3E819B62819A3C519AEB219ADF919B47419ABAE19B55C19A80919A31719A59519A731198EB619B7B119",
"23 Jul 2026 22:26:41","MO","RockBLOCK 228679","SBD",226,"SBD","6A6286A942B8540DAAC0010000000DB5DC0D91A20D6B2D0DA2B30D202E0D10D40CDE5D0D17340D11F20CDC810CE87F0D0D1C0CF0BA0CF2430D19F90CEDEF0CD4980D23F30CE4160CF1C60CD2510CFB970CD7260CF4730CE58A0CDCF20D08E70CE4530CE38F0CFCC80CDC230D246A0CF59A0CFD430D00A50CF65C0CDFBC0CCE62",
"23 Jul 2026 20:17:34","MO","RockBLOCK 234048","SBD",225,"SBD","6A62929D406CEA10D4491297D7124C66125C6E120F4E1245B412311011E8AC125CC212644A11E7EC12538311E4FB122565124DE1126D1B126ED9126503126DFE12337C126046124E4E1247671274F712764A12717712896D1274C6126E70126FE6126378121F98125457122ACE1200D2127C55124CBA120CB7127617126FC112",
"23 Jul 2026 19:26:39","MO","RockBLOCK 228679","SBD",226,"SBD","6A625C7944571D0CB488010000000CA6D20CB3FD0C9AD80CB1950C42900C40590C35090C39C80C309B0C381D0C42300C482E0C3DD30C4FA20C4A0C0C45170C3A600C511B0C50AB0C58270C3BF00C43EC0C453F0C47AB0C52F70C507A0C4CFE0C519A0C5CF40C538D0C502D0C63990C52440C60950C70BB0C43FB0C4FAA0C48BC",
"23 Jul 2026 17:37:36","MO",231710,"SBD",284,"SBD","6A62518A36C1B34F901C4F822463D4A2FCBC4C04D04BFE0A63CA5BFC8A464CC146389963BFC6FC9546991146951B63C4B0FCAA474F7C475B2663B715FC8A47C2EF47CDD063C8A2FC70482BE34824A763BB3CFCBF484B6748448A63BB48FC5148766B48620C63BD53FC8548BB4E48990E63BBFDFC6848DF6048C16D63B98EFC67",
"23 Jul 2026 16:26:41","MO","RockBLOCK 228679","SBD",226,"SBD","6A6232494413070BD43C010000000BD79A0C03780BCB6D0BE2920AD4E40ACF7D0ADE1A0ADB670ACAC50AF7A30B09300B04EF0AF3880B1C530AF9F80B0A000AF15F0AF6E00B086D0B10B20AECF20AE2040B01120AE7BA0B0C000B07C00AEF100AFEDA0B23380AFE1F0B110D0B01980AF7880B23A00B321B0ADA0F0AF9440AE777",
"23 Jul 2026 16:17:37","MO","RockBLOCK 234048","SBD",225,"SBD","6A625A5D40B8590EAC4A0EF9CE1034121062F30FF56D1051AF102ADB0FFE06104E04105E930FFD111052C30FF6A4102B021056C8107C0D105BEE106070107CCB104B5B1072251064C9105F671091E7109246109C2E1098271092C7108DA510816A1085EF1051661083D21063E6104C2910ABCE10940C105A7B1092C210A6CF10",
"23 Jul 2026 16:15:14","MO","RockBLOCK 228680","SBD",231,"SBD","6A622F8D39268F1B14D41B2553FDF60A532E279DEC279FFEFE050A52E42BBCBB2BB2B8FDFB0A52A62BD9F12BDD76FDFC0A54182BBA782BB001FDE20A54232BC2A72B9DCDFDEA0A55502C1BC32C3161FDEF0A57392CB9A22CCEA4FDCD0A58A72CFB422D0F39FDEF0A5B912D38502D278CFDD90A5D2D1B35A91B441DFE250A52DF",
"23 Jul 2026 13:26:38","MO","RockBLOCK 228679","SBD",226,"SBD","6A6208194284B10CB352010000000C8BC30CAD110C8FF30C98D00BF07B0C02500BFE970BEBD90BE51E0C0BFB0C1F120C13F10C08E60C39890C14B10C1A7E0C149E0C0F130C27120C3C170C1D5F0C080D0C2DB60C12530C3A210C2E3C0C11C40C30530C48AC0C1E880C2F950C31630C2A740C4AEC0C59870C0F700C30ED0C2F91",
"23 Jul 2026 12:17:36","MO","RockBLOCK 234048","SBD",225,"SBD","6A62221D4086940F613D0E3CE70E6CFE0EA3590E7A020EC4EB0EC53B0E9D2E0EF30E0EEEB40E893F0EDB7E0EA3FF0ED3B00EF0DA0EF33C0EE70B0EE8E70EFB230EDD160EFFB90EE5270EED230F184B0F04B10F12F20F11260F05F00F0EEF0EED170EFA420ED5390EF8690EF81A0EDF000F22E00EECA00EDAC00F01420F12E80F",
"23 Jul 2026 10:26:42","MO","RockBLOCK 228679","SBD",226,"SBD","6A61DDE9410C900E4CE7010000000E3E800E55740E3A950E45460DC5270DCF200DF11F0DA3250D9AF20DB7E80DC6110DBC6F0DBD180DCE890DBD420DD1640DA9700D9F300DC00F0DCB440DAD780D9B0D0DBD820DA7910DBBD60DB2640D8C1D0DE1EE0DEBA60DC6EB0DCBC50DAB2B0DADFB0DB4160DB55D0D76DA0D923B0D856C",
"23 Jul 2026 08:17:34","MO","RockBLOCK 234048","SBD",225,"SBD","6A61E9DD3F35FF108A631051F510B54A10C3B010A69E10C2F810C3E010B1DC10D26D10D20410BBCF10D50710B66D10C52710DAF210E0AA10DF1510DD2410E4F910D34410E1AA10D2CB10DA8010E64210E34F10EAFA10E74B10E3C410E3C710D8F210DC4610D50710D4F210D83010BB0E10D87910D2C210C12F10DA2210E95410",
"23 Jul 2026 07:26:39","MO","RockBLOCK 228679","SBD",226,"SBD","6A61B3B94085B20F31E9010000000F36B00F3FCB0F37960F421B0F0CFB0F13AB0F16C00F11E50F072D0F15540F18BB0F1B0F0F1EF40F1EF80F1DBF0F23330F178C0F167A0F1F050F2B3F0F1A540F048C0F1B390F22260F225C0F25B70F14A30F1DCF0F2D1C0F21590F1FD40F1C8E0F21000F25A90F30250F172C0F23520F1D41",
"23 Jul 2026 04:26:41","MO","RockBLOCK 228679","SBD",226,"SBD","6A61898940A4320F0894010000000F12890F0CFD0F0A480F13A30F1A410F151C0F1BF30F10360F08600F08C30F069A0F0ACB0F0E320F08C20F0D870F0E120F02DA0F0D5D0F0DF30F126D0F065C0F00970F00340F0DE60F06440F09D40EFF010F0C0E0F0FB30F0CBF0F02410F06E10F04220F03500F0E4B0EF9A60EFF0C0EFB53",
"23 Jul 2026 04:17:38","MO","RockBLOCK 234048","SBD",225,"SBD","6A61B19D3F38351078C110B0CB10DBD710DAA910D62110D49E10DD8B10D68D10DDA610D87510DDE810DC3F10DC8710D1FA10E50710DE9410DB4210DDE010E6D510DB8610DDF010D58E10DD3D10D83910D91510DF5E10D69C10E06810D99810D85510DD6B10DBE910D9A110DE6410D0BB10CCEB10D4B910CF6310CB8B10E04710",
